Flight_Distance,Dep_Arr_Time_Convenient,Departure_Delay_Minutes,Arrival_Delay_Minutes,Overall_Satisfaction
1053,4,4,1,neutral or dissatisfied
1671,5,0,0,satisfied
2472,3,0,0,satisfied
2371,2,21,17,satisfied
587,0,152,149,satisfied
502,4,7,5,neutral or dissatisfied
1663,1,14,5,satisfied
1586,5,0,2,satisfied
337,5,3,3,neutral or dissatisfied
802,3,6,7,satisfied
641,3,22,17,satisfied
731,5,17,8,neutral or dissatisfied
390,5,31,37,neutral or dissatisfied
409,4,52,51,neutral or dissatisfied
2521,4,92,136,neutral or dissatisfied
370,4,12,5,neutral or dissatisfied
507,2,0,0,neutral or dissatisfied
269,4,39,37,satisfied
293,4,0,3,satisfied
137,0,2,29,neutral or dissatisfied
1542,4,0,0,neutral or dissatisfied
1052,2,5,0,neutral or dissatisfied
737,4,0,0,satisfied
236,2,0,0,neutral or dissatisfied
1224,1,0,0,satisfied
2611,3,6,9,satisfied
2196,5,10,2,satisfied
210,2,50,51,neutral or dissatisfied
265,1,49,37,neutral or dissatisfied
354,4,53,49,neutral or dissatisfied
829,3,0,0,neutral or dissatisfied
1598,4,3,0,satisfied
862,4,10,33,neutral or dissatisfied
1693,1,20,30,satisfied
240,4,48,47,neutral or dissatisfied
1189,5,0,0,satisfied
2618,4,7,5,satisfied
345,2,44,36,neutral or dissatisfied
319,4,0,0,satisfied
541,2,0,0,neutral or dissatisfied
529,4,17,4,neutral or dissatisfied
577,3,27,28,neutral or dissatisfied
1084,5,8,0,neutral or dissatisfied
460,2,0,0,neutral or dissatisfied
771,4,0,0,satisfied
3180,5,41,28,satisfied
1199,4,0,0,satisfied
196,2,18,30,satisfied
1555,5,0,0,satisfied
3775,3,0,0,satisfied
304,2,0,2,neutral or dissatisfied
479,5,26,18,neutral or dissatisfied
584,4,0,0,neutral or dissatisfied
3076,5,0,0,satisfied
775,3,0,0,neutral or dissatisfied
2629,5,0,0,satisfied
3696,2,71,70,satisfied
528,4,0,0,neutral or dissatisfied
602,3,10,14,neutral or dissatisfied
304,4,8,8,neutral or dissatisfied
3146,1,5,0,satisfied
770,2,16,10,satisfied
247,1,0,0,satisfied
3300,4,27,27,satisfied
957,5,43,42,neutral or dissatisfied
2288,2,5,0,satisfied
979,3,34,29,satisfied
964,4,4,0,neutral or dissatisfied
2704,5,0,0,satisfied
199,4,59,50,neutral or dissatisfied
2255,4,6,5,neutral or dissatisfied
997,3,0,0,satisfied
399,5,0,0,neutral or dissatisfied
1652,3,17,37,satisfied
3708,0,4,0,satisfied
954,2,0,3,neutral or dissatisfied
894,4,0,0,neutral or dissatisfied
406,3,20,19,neutral or dissatisfied
220,3,15,12,neutral or dissatisfied
250,2,0,0,neutral or dissatisfied
3365,3,0,0,neutral or dissatisfied
2920,1,0,0,satisfied
545,5,0,0,satisfied
325,4,0,7,neutral or dissatisfied
666,0,45,39,neutral or dissatisfied
588,2,45,101,neutral or dissatisfied
1242,5,0,14,neutral or dissatisfied
325,1,0,0,neutral or dissatisfied
1511,3,0,35,satisfied
1400,3,6,0,neutral or dissatisfied
109,4,0,4,neutral or dissatisfied
1449,4,19,12,neutral or dissatisfied
102,2,0,5,neutral or dissatisfied
919,3,0,0,neutral or dissatisfied
2415,4,8,0,satisfied
803,2,0,0,neutral or dissatisfied
2203,1,0,0,satisfied
306,2,14,26,neutral or dissatisfied
192,2,2,2,neutral or dissatisfied
1105,2,0,6,neutral or dissatisfied
240,4,0,0,satisfied
1222,1,0,0,satisfied
441,0,247,237,neutral or dissatisfied
2131,5,14,20,neutral or dissatisfied
2419,4,0,0,satisfied
235,2,25,36,neutral or dissatisfied
315,5,0,0,neutral or dissatisfied
1014,4,0,6,satisfied
1325,1,10,0,neutral or dissatisfied
1353,5,2,0,satisfied
316,0,35,36,neutral or dissatisfied
474,3,0,0,satisfied
227,3,0,0,neutral or dissatisfied
143,3,0,24,satisfied
351,5,0,0,neutral or dissatisfied
1085,5,4,6,neutral or dissatisfied
899,1,0,0,neutral or dissatisfied
1009,3,0,3,neutral or dissatisfied
2018,5,7,3,satisfied
793,4,36,30,neutral or dissatisfied
802,2,0,0,neutral or dissatisfied
1444,4,16,0,neutral or dissatisfied
2704,3,0,0,neutral or dissatisfied
612,1,0,7,neutral or dissatisfied
2342,2,77,54,neutral or dissatisfied
1751,4,15,14,satisfied
235,4,0,0,satisfied
3160,1,85,78,neutral or dissatisfied
786,4,0,0,neutral or dissatisfied
850,4,50,39,satisfied
577,5,7,0,neutral or dissatisfied
429,1,0,0,neutral or dissatisfied
645,5,44,37,satisfied
2939,3,157,183,satisfied
2586,2,0,0,satisfied
651,4,8,2,satisfied
437,0,0,0,satisfied
453,1,0,0,neutral or dissatisfied
1851,1,1,0,neutral or dissatisfied
1535,1,0,0,satisfied
308,2,9,5,neutral or dissatisfied
621,3,2,0,satisfied
366,2,14,21,neutral or dissatisfied
352,3,92,96,satisfied
447,5,0,0,satisfied
651,0,0,0,neutral or dissatisfied
391,2,20,23,neutral or dissatisfied
3020,5,0,0,satisfied
1428,2,0,0,satisfied
169,2,0,0,neutral or dissatisfied
1091,2,9,12,satisfied
158,0,0,0,satisfied
406,2,0,9,neutral or dissatisfied
1139,5,33,56,neutral or dissatisfied
386,5,0,0,satisfied
2704,4,40,12,satisfied
342,4,0,0,neutral or dissatisfied
1182,5,6,0,neutral or dissatisfied
639,5,0,0,neutral or dissatisfied
2379,4,0,9,satisfied
3896,2,138,120,satisfied
2331,3,0,1,satisfied
650,4,5,25,neutral or dissatisfied
1107,3,35,27,neutral or dissatisfied
274,0,0,0,satisfied
813,0,47,45,neutral or dissatisfied
783,1,0,0,satisfied
675,3,3,0,neutral or dissatisfied
3689,5,0,0,satisfied
862,2,0,3,satisfied
689,3,0,0,neutral or dissatisfied
612,4,0,0,satisfied
546,4,0,0,neutral or dissatisfied
1400,5,0,0,neutral or dissatisfied
239,1,12,12,neutral or dissatisfied
1773,3,0,0,satisfied
1023,3,4,12,neutral or dissatisfied
190,5,0,0,neutral or dissatisfied
404,0,0,0,neutral or dissatisfied
250,3,29,17,neutral or dissatisfied
2110,3,0,0,satisfied
2009,2,0,0,satisfied
1739,5,2,47,neutral or dissatisfied
835,0,0,0,satisfied
2477,3,0,0,satisfied
651,1,0,0,satisfied
944,2,84,65,neutral or dissatisfied
356,3,0,0,neutral or dissatisfied
689,3,0,19,neutral or dissatisfied
1506,5,9,7,neutral or dissatisfied
427,3,2,0,satisfied
106,1,0,3,satisfied
667,3,2,0,satisfied
929,5,0,3,neutral or dissatisfied
3290,5,29,19,satisfied
3160,1,0,5,satisfied
2586,1,0,0,satisfied
1597,1,7,27,neutral or dissatisfied
3685,2,0,2,neutral or dissatisfied
154,5,0,0,neutral or dissatisfied
287,5,23,8,neutral or dissatisfied
310,5,0,0,neutral or dissatisfied
1118,5,0,37,neutral or dissatisfied
364,2,0,0,neutral or dissatisfied
1249,5,0,0,neutral or dissatisfied
562,4,27,36,satisfied
239,1,50,47,neutral or dissatisfied
284,2,0,10,neutral or dissatisfied
425,2,0,1,satisfied
1738,3,0,21,satisfied
531,1,4,0,satisfied
1013,5,6,1,satisfied
1938,1,0,0,satisfied
1192,2,0,0,satisfied
931,5,0,4,neutral or dissatisfied
1262,4,0,0,neutral or dissatisfied
282,3,27,13,neutral or dissatisfied
2391,4,0,2,satisfied
2264,1,1,1,satisfied
630,4,24,11,neutral or dissatisfied
456,4,0,9,neutral or dissatisfied
675,1,311,299,neutral or dissatisfied
1452,1,3,0,satisfied
621,1,0,0,satisfied
3356,3,17,5,satisfied
546,3,0,0,satisfied
1303,5,2,0,neutral or dissatisfied
1189,1,0,12,neutral or dissatisfied
967,5,2,0,neutral or dissatisfied
530,3,32,24,satisfied
952,2,0,0,neutral or dissatisfied
201,4,2,0,neutral or dissatisfied
189,5,3,0,neutral or dissatisfied
551,4,4,0,satisfied
102,5,0,0,satisfied
406,5,0,0,neutral or dissatisfied
591,4,0,0,neutral or dissatisfied
998,2,5,13,neutral or dissatisfied
240,5,16,9,satisfied
1739,3,40,49,satisfied
711,5,0,0,satisfied
581,0,2,0,neutral or dissatisfied
438,5,3,3,satisfied
515,5,1,0,satisfied
1585,1,11,11,satisfied
819,2,0,0,neutral or dissatisfied
2020,3,0,0,satisfied
191,5,2,0,satisfied
152,1,0,0,satisfied
3646,5,0,0,satisfied
254,4,0,0,neutral or dissatisfied
566,4,0,0,neutral or dissatisfied
763,4,1,4,neutral or dissatisfied
641,2,2,0,satisfied
261,1,7,3,satisfied
833,5,2,0,satisfied
328,0,0,0,neutral or dissatisfied
522,0,0,7,neutral or dissatisfied
728,5,0,0,neutral or dissatisfied
436,4,8,9,satisfied
522,4,22,83,neutral or dissatisfied
2288,4,14,12,neutral or dissatisfied
251,2,72,73,neutral or dissatisfied
399,4,10,21,neutral or dissatisfied
707,5,98,99,neutral or dissatisfied
2475,3,4,0,neutral or dissatisfied
409,2,0,0,neutral or dissatisfied
622,1,9,0,satisfied
980,3,0,0,satisfied
380,3,0,0,neutral or dissatisfied
759,4,0,41,neutral or dissatisfied
2556,3,13,0,satisfied
2327,4,0,0,neutral or dissatisfied
419,5,180,165,neutral or dissatisfied
101,5,0,0,neutral or dissatisfied
1009,5,0,4,neutral or dissatisfied
1199,2,0,0,satisfied
598,5,0,0,satisfied
134,0,0,0,neutral or dissatisfied
1784,3,0,0,neutral or dissatisfied
606,5,0,16,neutral or dissatisfied
377,4,5,0,neutral or dissatisfied
907,4,129,133,neutral or dissatisfied
697,4,0,0,neutral or dissatisfied
223,2,0,9,neutral or dissatisfied
937,3,0,0,satisfied
3268,1,0,9,neutral or dissatisfied
2981,3,0,0,satisfied
295,4,0,0,neutral or dissatisfied
95,0,0,0,neutral or dissatisfied
862,2,0,0,satisfied
1235,5,56,39,neutral or dissatisfied
601,3,46,50,satisfied
515,4,122,110,satisfied
2938,3,0,0,satisfied
1979,1,0,0,satisfied
208,3,25,22,satisfied
689,4,24,37,satisfied
1211,2,0,0,neutral or dissatisfied
1709,3,78,69,neutral or dissatisfied
148,1,0,0,satisfied
671,0,0,0,satisfied
775,4,37,51,satisfied
843,2,1,5,neutral or dissatisfied
580,5,0,0,neutral or dissatisfied
2899,5,20,21,satisfied
3887,4,13,34,neutral or dissatisfied
852,4,0,24,neutral or dissatisfied
2075,3,0,0,satisfied
227,3,1,7,satisfied
1428,2,3,0,satisfied
1747,2,5,0,satisfied
1999,1,0,0,satisfied
1276,1,0,0,satisfied
337,4,85,81,neutral or dissatisfied
447,4,0,0,neutral or dissatisfied
2565,1,0,62,neutral or dissatisfied
404,5,0,0,neutral or dissatisfied
775,5,0,0,neutral or dissatisfied
2418,5,0,7,satisfied
515,4,7,8,satisfied
237,4,0,0,satisfied
282,4,12,0,neutral or dissatisfied
1416,5,0,0,neutral or dissatisfied
1068,1,0,0,satisfied
1620,4,0,0,neutral or dissatisfied
813,1,0,0,neutral or dissatisfied
565,4,22,7,neutral or dissatisfied
1047,5,0,0,neutral or dissatisfied
744,1,0,0,satisfied
140,3,0,0,neutral or dissatisfied
1290,2,22,11,neutral or dissatisfied
317,0,0,0,satisfied
480,3,3,0,neutral or dissatisfied
1899,3,0,0,satisfied
488,4,32,17,neutral or dissatisfied
507,3,0,0,satisfied
227,2,0,0,neutral or dissatisfied
1334,5,16,13,neutral or dissatisfied
1050,2,0,0,neutral or dissatisfied
1224,4,0,0,neutral or dissatisfied
2729,3,0,0,satisfied
214,5,0,0,satisfied
802,3,14,40,neutral or dissatisfied
1825,3,1,4,satisfied
901,3,0,0,neutral or dissatisfied
594,5,0,0,neutral or dissatisfied
371,2,0,0,neutral or dissatisfied
3388,3,1,6,satisfied
448,5,0,0,neutral or dissatisfied
1846,5,0,0,neutral or dissatisfied
125,4,0,0,neutral or dissatisfied
569,4,19,9,neutral or dissatisfied
930,3,86,62,neutral or dissatisfied
305,3,6,6,neutral or dissatisfied
2402,4,0,13,satisfied
759,4,3,20,satisfied
197,2,32,33,neutral or dissatisfied
368,2,76,71,neutral or dissatisfied
1652,4,32,7,satisfied
1069,5,0,19,neutral or dissatisfied
295,1,44,30,satisfied
438,4,0,0,neutral or dissatisfied
1947,5,0,2,neutral or dissatisfied
295,1,0,0,neutral or dissatisfied
3129,3,0,0,satisfied
1605,4,0,10,neutral or dissatisfied
1440,5,33,58,neutral or dissatisfied
1005,5,11,6,neutral or dissatisfied
1721,1,0,0,satisfied
2405,1,11,7,satisfied
1275,4,0,0,satisfied
2311,3,23,19,satisfied
2683,4,0,0,neutral or dissatisfied
163,0,0,0,satisfied
980,5,3,64,satisfied
3052,3,0,1,satisfied
1034,5,17,30,neutral or dissatisfied
296,4,0,0,neutral or dissatisfied
957,2,0,0,satisfied
2248,1,7,0,satisfied
459,5,0,7,neutral or dissatisfied
868,3,0,41,neutral or dissatisfied
806,3,16,3,satisfied
626,5,0,0,neutral or dissatisfied
209,1,168,180,satisfied
266,5,0,0,neutral or dissatisfied
317,4,0,0,neutral or dissatisfied
250,0,40,49,neutral or dissatisfied
731,1,0,0,satisfied
1947,1,3,7,neutral or dissatisfied
677,4,18,18,satisfied
2739,4,0,0,satisfied
226,5,1,0,neutral or dissatisfied
861,5,0,11,satisfied
685,4,27,18,neutral or dissatisfied
569,0,0,0,satisfied
1506,2,14,0,neutral or dissatisfied
588,5,0,0,neutral or dissatisfied
3669,5,4,5,satisfied
1605,2,0,0,neutral or dissatisfied
3315,2,0,0,satisfied
1464,5,20,11,neutral or dissatisfied
735,1,16,12,neutral or dissatisfied
302,1,15,7,satisfied
516,5,14,11,neutral or dissatisfied
684,1,15,28,neutral or dissatisfied
2075,5,75,84,neutral or dissatisfied
3410,1,0,0,satisfied
1105,1,0,0,neutral or dissatisfied
1783,4,1,0,satisfied
679,5,28,33,neutral or dissatisfied
569,3,0,0,neutral or dissatisfied
591,1,0,0,neutral or dissatisfied
269,0,138,136,satisfied
2248,5,41,25,neutral or dissatisfied
639,2,7,5,satisfied
550,1,0,9,neutral or dissatisfied
1727,1,0,2,satisfied
697,2,0,0,neutral or dissatisfied
1384,4,0,6,satisfied
2342,4,4,3,neutral or dissatisfied
341,5,18,24,neutral or dissatisfied
761,4,31,62,neutral or dissatisfied
733,4,0,0,satisfied
2194,2,4,0,satisfied
113,5,47,49,satisfied
2938,4,9,0,satisfied
1892,4,8,0,neutral or dissatisfied
1189,5,0,0,satisfied
397,1,28,25,neutral or dissatisfied
3698,5,6,16,satisfied
2442,4,0,0,satisfied
337,1,0,3,satisfied
978,5,0,0,satisfied
237,4,0,20,neutral or dissatisfied
1587,4,0,0,neutral or dissatisfied
237,3,6,5,neutral or dissatisfied
1050,3,0,0,satisfied
2475,3,0,0,satisfied
406,4,2,1,satisfied
867,3,41,12,satisfied
842,4,0,0,neutral or dissatisfied
762,1,0,20,satisfied
356,5,15,0,neutral or dissatisfied
1754,3,39,12,neutral or dissatisfied
163,2,0,0,satisfied
1276,2,8,0,neutral or dissatisfied
1096,3,17,18,satisfied
199,4,4,9,satisfied
967,2,70,99,neutral or dissatisfied
547,2,6,0,satisfied
190,4,0,0,satisfied
907,5,7,0,neutral or dissatisfied
358,5,52,52,neutral or dissatisfied
1874,4,2,22,neutral or dissatisfied
3760,0,0,0,satisfied
2475,3,4,0,satisfied
502,4,0,0,neutral or dissatisfied
2925,2,13,0,satisfied
2649,2,3,48,neutral or dissatisfied
356,3,0,0,neutral or dissatisfied
925,1,11,6,satisfied
802,2,0,0,neutral or dissatisfied
292,0,0,0,satisfied
920,5,0,0,satisfied
1242,2,0,0,satisfied
692,5,0,0,neutral or dissatisfied
2408,2,0,0,satisfied
2565,4,0,0,satisfied
1237,3,0,0,neutral or dissatisfied
3326,4,8,0,satisfied
2810,5,12,0,neutral or dissatisfied
302,4,10,6,neutral or dissatisfied
1624,4,12,21,neutral or dissatisfied
160,1,130,121,satisfied
111,1,0,0,neutral or dissatisfied
86,4,0,0,neutral or dissatisfied
3872,4,0,0,neutral or dissatisfied
2446,5,1,0,neutral or dissatisfied
550,3,8,2,neutral or dissatisfied
868,0,0,0,neutral or dissatisfied
1249,4,2,0,satisfied
169,2,0,0,neutral or dissatisfied
632,4,0,1,neutral or dissatisfied
862,3,74,70,satisfied
806,3,0,0,neutral or dissatisfied
853,3,68,82,neutral or dissatisfied
2411,2,0,0,neutral or dissatisfied
191,2,0,3,neutral or dissatisfied
546,2,0,24,neutral or dissatisfied
1797,5,8,0,neutral or dissatisfied
871,1,9,0,neutral or dissatisfied
862,5,1,2,neutral or dissatisfied
770,4,0,0,neutral or dissatisfied
2304,5,17,8,neutral or dissatisfied
2077,4,12,0,neutral or dissatisfied
3737,5,172,156,satisfied
1208,2,5,0,satisfied
2416,2,0,3,satisfied
1400,3,0,0,satisfied
500,1,0,0,neutral or dissatisfied
2100,5,15,7,satisfied
1506,3,11,1,satisfied
114,3,138,131,neutral or dissatisfied
2248,5,0,0,satisfied
3361,3,0,0,satisfied
2253,2,0,1,satisfied
931,5,6,0,neutral or dissatisfied
1325,5,4,0,satisfied
200,3,0,0,neutral or dissatisfied
936,3,0,0,satisfied
2832,5,0,0,satisfied
3622,1,0,12,satisfied
588,0,0,0,satisfied
1678,2,54,36,satisfied
546,5,0,2,neutral or dissatisfied
627,3,0,2,satisfied
184,1,0,0,neutral or dissatisfied
1918,2,1,3,satisfied
329,3,0,0,satisfied
693,4,0,0,neutral or dissatisfied
836,4,32,34,neutral or dissatisfied
370,2,0,19,neutral or dissatisfied
3098,3,3,0,neutral or dissatisfied
173,1,0,26,neutral or dissatisfied
1979,3,0,0,neutral or dissatisfied
223,5,79,74,neutral or dissatisfied
337,4,0,0,neutral or dissatisfied
2611,3,0,0,satisfied
1052,1,3,0,satisfied
1736,4,0,0,neutral or dissatisfied
480,4,1,0,neutral or dissatisfied
266,2,0,0,satisfied
507,4,0,0,neutral or dissatisfied
261,1,22,16,neutral or dissatisfied
484,2,98,102,neutral or dissatisfied
719,3,1,0,neutral or dissatisfied
573,4,13,10,neutral or dissatisfied
991,5,56,62,neutral or dissatisfied
1540,3,0,19,neutral or dissatisfied
733,5,23,8,satisfied
390,2,0,0,satisfied
261,5,0,0,neutral or dissatisfied
416,3,29,32,neutral or dissatisfied
1072,5,90,82,satisfied
1372,1,0,0,satisfied
640,5,3,20,neutral or dissatisfied
629,1,0,0,neutral or dissatisfied
135,3,0,43,neutral or dissatisfied
1531,5,0,0,satisfied
226,4,0,0,neutral or dissatisfied
237,4,0,0,satisfied
3642,5,0,0,satisfied
577,5,0,0,satisfied
410,4,0,0,satisfied
2105,5,31,12,satisfied
441,1,0,0,neutral or dissatisfied
239,2,10,10,neutral or dissatisfied
1739,3,14,0,satisfied
2101,3,0,0,neutral or dissatisfied
2419,4,60,59,neutral or dissatisfied
255,3,96,88,neutral or dissatisfied
1009,3,0,0,neutral or dissatisfied
616,0,0,5,satisfied
2586,4,3,0,neutral or dissatisfied
368,4,0,9,neutral or dissatisfied
639,4,0,0,neutral or dissatisfied
2161,4,47,40,satisfied
495,2,0,0,neutral or dissatisfied
950,1,0,0,neutral or dissatisfied
1444,2,15,23,neutral or dissatisfied
453,1,40,57,satisfied
347,4,19,5,neutral or dissatisfied
1199,5,2,11,satisfied
1010,4,5,19,neutral or dissatisfied
407,5,54,43,neutral or dissatisfied
2781,1,0,5,satisfied
1303,5,2,0,satisfied
550,4,0,0,satisfied
134,4,0,9,satisfied
3441,4,1,10,neutral or dissatisfied
399,3,0,0,satisfied
160,1,0,0,satisfied
2185,4,33,25,satisfied
2922,5,1,0,satisfied
2409,2,0,0,satisfied
337,2,21,7,neutral or dissatisfied
405,3,12,0,neutral or dissatisfied
2520,1,17,5,neutral or dissatisfied
156,4,0,0,neutral or dissatisfied
1673,1,3,6,satisfied
95,3,87,59,neutral or dissatisfied
116,3,7,43,neutral or dissatisfied
761,4,0,44,satisfied
1371,4,0,0,neutral or dissatisfied
650,2,0,0,satisfied
3857,0,3,5,satisfied
405,4,85,76,neutral or dissatisfied
907,5,1,8,neutral or dissatisfied
785,4,7,2,satisfied
200,5,0,0,neutral or dissatisfied
3397,4,0,0,satisfied
788,3,51,54,neutral or dissatisfied
561,5,64,54,neutral or dissatisfied
3896,5,0,0,satisfied
2556,1,1,0,neutral or dissatisfied
1747,1,0,0,satisfied
528,4,4,0,neutral or dissatisfied
223,4,0,0,neutral or dissatisfied
2399,3,3,11,neutral or dissatisfied
1443,0,0,0,satisfied
919,4,36,34,neutral or dissatisfied
862,3,0,0,satisfied
2554,1,28,34,satisfied
160,3,0,0,satisfied
201,4,0,0,neutral or dissatisfied
674,1,15,52,neutral or dissatisfied
642,3,11,0,satisfied
391,3,0,0,neutral or dissatisfied
1385,3,0,3,neutral or dissatisfied
1660,4,5,0,neutral or dissatisfied
852,1,0,0,neutral or dissatisfied
3627,5,0,0,satisfied
1069,5,0,0,satisfied
488,2,27,28,satisfied
3155,1,0,0,satisfied
1506,1,0,0,neutral or dissatisfied
1084,5,0,0,neutral or dissatisfied
536,1,0,0,neutral or dissatisfied
296,5,143,148,neutral or dissatisfied
210,3,0,0,satisfied
2586,4,6,0,neutral or dissatisfied
556,0,0,3,neutral or dissatisfied
654,3,83,86,neutral or dissatisfied
861,5,0,0,neutral or dissatisfied
689,4,23,7,neutral or dissatisfied
255,2,0,0,satisfied
575,5,0,0,neutral or dissatisfied
308,3,21,17,neutral or dissatisfied
3346,4,15,0,neutral or dissatisfied
3666,3,0,0,satisfied
1039,4,0,0,satisfied
2192,1,42,0,satisfied
2052,2,0,0,satisfied
456,5,0,0,neutral or dissatisfied
1779,1,0,9,satisfied
2232,3,0,0,satisfied
1173,1,23,50,neutral or dissatisfied
612,3,0,0,neutral or dissatisfied
859,4,0,11,neutral or dissatisfied
1773,4,0,0,neutral or dissatisfied
2842,0,0,0,satisfied
762,5,6,4,neutral or dissatisfied
347,5,17,12,neutral or dissatisfied
1598,4,0,0,satisfied
204,3,64,54,neutral or dissatisfied
2248,5,0,0,satisfied
925,3,35,35,neutral or dissatisfied
140,4,0,0,neutral or dissatisfied
2611,3,0,0,neutral or dissatisfied
1028,5,0,0,satisfied
696,4,5,18,neutral or dissatisfied
1444,2,30,17,satisfied
200,2,0,0,neutral or dissatisfied
2075,2,0,0,satisfied
2446,4,0,0,neutral or dissatisfied
1754,5,28,33,neutral or dissatisfied
1337,4,0,0,neutral or dissatisfied
861,5,0,0,neutral or dissatisfied
2381,1,5,0,satisfied
2330,4,36,17,satisfied
326,5,0,0,satisfied
304,5,4,2,neutral or dissatisfied
1186,4,7,0,neutral or dissatisfied
2399,3,0,0,satisfied
226,0,17,21,neutral or dissatisfied
200,5,0,0,satisfied
204,1,0,22,satisfied
432,4,3,6,satisfied
2652,2,0,0,satisfied
2415,0,0,0,satisfied
728,2,1,0,neutral or dissatisfied
270,4,0,0,neutral or dissatisfied
337,0,0,0,satisfied
391,3,0,3,satisfied
1205,1,8,0,neutral or dissatisfied
141,1,61,58,neutral or dissatisfied
296,4,89,148,neutral or dissatisfied
1039,4,17,16,satisfied
304,5,127,119,neutral or dissatisfied
255,0,5,1,satisfied
283,4,0,0,satisfied
641,5,14,15,satisfied
908,3,6,15,neutral or dissatisfied
239,4,0,0,satisfied
528,2,11,0,neutral or dissatisfied
1205,2,5,23,neutral or dissatisfied
223,5,0,0,satisfied
2859,4,0,0,satisfied
413,4,0,0,neutral or dissatisfied
1660,1,26,13,satisfied
262,2,23,37,neutral or dissatisfied
338,4,9,4,neutral or dissatisfied
816,0,79,62,neutral or dissatisfied
2315,1,26,23,satisfied
449,5,4,0,neutral or dissatisfied
1846,4,19,24,satisfied
255,4,0,0,neutral or dissatisfied
854,1,0,0,neutral or dissatisfied
486,1,1,0,satisfied
3596,4,0,0,satisfied
134,1,153,135,satisfied
3788,4,29,28,neutral or dissatisfied
577,4,20,11,neutral or dissatisfied
2581,3,0,0,satisfied
569,3,0,19,neutral or dissatisfied
1416,4,0,0,satisfied
411,5,0,0,neutral or dissatisfied
152,3,0,0,satisfied
1875,2,2,0,satisfied
3814,4,0,0,satisfied
1013,3,0,0,satisfied
1237,2,195,180,satisfied
2343,1,0,5,satisfied
248,0,6,0,satisfied
3149,1,3,5,neutral or dissatisfied
588,3,0,0,satisfied
341,5,0,5,neutral or dissatisfied
528,0,140,138,satisfied
2405,1,16,4,neutral or dissatisfied
399,1,0,0,neutral or dissatisfied
3799,1,0,0,satisfied
